category_id,global_index,category_name,dl_idx,total_count,num_datasets,top_datasets
10709,990,포나민정 500mg/PTP,10709,216,1,TL_35_단일(216)
10730,991,클래신정,10730,216,1,TL_35_단일(216)
10731,992,다이트정 237.5mg/병,10731,216,1,TL_35_단일(216)
10732,993,레보록신정,10732,216,1,TL_35_단일(216)
10737,994,덱스핀정(비매품),10737,1296,1,TL_6_단일(1296)
10745,995,세타프릴정 50mg,10745,216,1,TL_35_단일(216)
10746,996,액시마정(독소필린),10746,1296,1,TL_6_단일(1296)
10748,997,훼로바-유서방정(비매품),10748,1296,1,TL_6_단일(1296)
10768,998,잘젠정 30mg/PTP,10768,1296,1,TL_6_단일(1296)
10771,999,세리노즈정 10mg/PTP,10771,216,1,TL_35_단일(216)
10789,1000,한신안티캄캡슐 710mg/포,10789,324,1,TL_35_단일(324)
10835,1001,엔터폴캡슐,10835,324,1,TL_35_단일(324)
10855,1002,소메론정,10855,216,1,TL_35_단일(216)
10896,1003,레바미드정,10896,216,1,TL_35_단일(216)
10911,1004,로이디펜캡슐 20mg/PTP,10911,1296,1,TL_6_단일(1296)
10912,1005,노텍정 10mg/PTP,10912,1296,1,TL_35_단일(1296)
10913,1006,무코신일정,10913,324,1,TL_35_단일(324)
10919,1007,아세핀정,10919,216,1,TL_35_단일(216)
10930,1008,클래리정 500mg,10930,1296,1,TL_6_단일(1296)
10933,1009,파크러캡슐,10933,324,1,TL_35_단일(324)
10943,1010,스카이정 10mg/PTP,10943,1296,1,TL_6_단일(1296)
10951,1011,코드랍정 60mg/PTP,10951,216,1,TL_35_단일(216)
10954,1012,미다펜정 300mg/PTP,10954,1296,1,TL_6_단일(1296)
10972,1013,트리페린정 2.5mg/PTP (수출용),10972,216,1,TL_35_단일(216)
10985,1014,테로스정 2mg,10985,216,1,TL_35_단일(216)
10994,1015,구주로라타딘정 10mg,10994,1296,1,TL_6_단일(1296)
11014,1016,시노카엔캡슐 0.13mg/PTP,11014,1296,1,TL_6_단일(1296)
11028,1017,하이스탈정 470mg/PTP,11028,1296,1,TL_6_단일(1296)
11031,1018,메소칸캡슐 50mg,11031,324,1,TL_35_단일(324)
11046,1019,비그만정 237.5mg/병,11046,216,1,TL_35_단일(216)
11048,1020,경진헤파신캡슐 0.67g/PTP,11048,324,1,TL_35_단일(324)
11063,1021,팬스타정(덱시부프로펜디.씨),11063,1296,1,TL_6_단일(1296)
11083,1022,작감정 500mg/PTP,11083,1296,1,TL_6_단일(1296)
11086,1023,상위정 567mg/포,11086,216,1,TL_35_단일(216)
11097,1024,베아로제정 175mg/PTP,11097,216,1,TL_35_단일(216)
11111,1025,캠벨정 237.5mg/병,11111,216,1,TL_35_단일(216)
11153,1026,프리메정(덱시부프로펜디.씨),11153,1296,1,TL_6_단일(1296)
11154,1027,팜코라민정 60mg/PTP (수출용),11154,216,1,TL_35_단일(216)
11165,1028,시노피드플러스정 500mg/PTP,11165,1296,1,TL_6_단일(1296)
11219,1029,아스피린프로텍트정 100mg,11219,1938,2,"TL_6_단일(1296), TL_6_조합(642)"
11223,1030,액토스정 15mg,11223,216,1,TL_35_단일(216)
11224,1031,액토스정 30mg,11224,216,1,TL_35_단일(216)
11225,1032,에비스타정 60mg,11225,1296,1,TL_6_단일(1296)
11232,1033,리큅정 0.25mg,11232,1296,1,TL_36_단일(1296)
11233,1034,리큅정 1mg,11233,1296,1,TL_36_단일(1296)
11234,1035,리큅정 2mg,11234,1296,1,TL_36_단일(1296)
11249,1036,콩코르정 2.5mg,11249,1296,1,TL_6_단일(1296)
11250,1037,레스콜엑스엘서방정(플루바스타틴나트륨)28정,11250,216,1,TL_36_단일(216)
11251,1038,디오반필름코팅정 80mg,11251,1296,1,TL_6_단일(1296)
11252,1039,디오반필름코팅정 160mg,11252,1296,1,TL_6_단일(1296)
11253,1040,페마라정(레트로졸)30정,11253,1296,1,TL_36_단일(1296)
11261,1041,카이트릴정 1mg,11261,1296,1,TL_36_단일(1296)
11273,1042,유나신정 375mg,11273,1296,1,TL_6_단일(1296)
11298,1043,아타칸플러스정 16/12.5mg,11298,1296,1,TL_36_단일(1296)
11306,1044,싱귤레어츄정 4mg,11306,216,1,TL_36_단일(216)
11326,1045,가스터디정 20mg,11326,1296,1,TL_6_단일(1296)
11353,1046,애드빌정 200mL/PTP,11353,1296,1,TL_6_단일(1296)
11391,1047,뉴부틴서방정(트리메부틴말레산염)(비매품),11391,216,1,TL_36_단일(216)
11395,1048,중외세파클러캡슐,11395,324,1,TL_36_단일(324)
11398,1049,알레락정 5mg,11398,216,1,TL_36_단일(216)
11415,1050,비판티정 2mg,11415,216,1,TL_36_단일(216)
11424,1051,프론크논캡슐 710mg/PTP,11424,324,1,TL_36_단일(324)
11425,1052,모두펜정 125mg/포,11425,216,1,TL_36_단일(216)
11440,1053,인후신캡슐 490mg/PTP,11440,324,1,TL_36_단일(324)
11441,1054,유로펜정 416.7mg/PTP,11441,1296,1,TL_6_단일(1296)
11444,1055,메바로친정 20mg,11444,216,1,TL_36_단일(216)
11480,1056,프로비질정 200mg,11480,1296,1,TL_6_단일(1296)
11486,1057,피나스타정(피나스테리드),11486,1296,1,TL_36_단일(1296)
11505,1058,타겐에프연질캡슐(빌베리건조엑스),11505,324,1,TL_36_단일(324)
11507,1059,밤부톨정(염산밤부테롤),11507,1296,1,TL_36_단일(1296)
11523,1060,리버힐정(비페닐디메칠디카르복실레이트),11523,1296,1,TL_6_단일(1296)
11528,1061,록소디펜정,11528,216,1,TL_36_단일(216)
11529,1062,시프로셀정 250mg,11529,216,1,TL_36_단일(216)
11540,1063,요로신정 416.7mg/PTP,11540,1296,1,TL_6_단일(1296)
11542,1064,이바내정 51.55mg/PTP,11542,1296,1,TL_6_단일(1296)
11543,1065,생장환에스정 55mg/PTP,11543,1296,1,TL_6_단일(1296)
11544,1066,노즈펜정 200mg/포,11544,216,1,TL_36_단일(216)
11545,1067,파이네신캡슐 490mg/PTP,11545,1296,1,TL_6_단일(1296)
11557,1068,뮤코트라정,11557,216,1,TL_36_단일(216)
11563,1069,레보미신정,11563,216,1,TL_36_단일(216)
11565,1070,유크라정 375mg,11565,1296,1,TL_6_단일(1296)
11566,1071,모아훼린캡슐 326.1mg/PTP,11566,324,1,TL_36_단일(324)
11568,1072,레코미드정(레바미피드)(비매품),11568,1296,1,TL_36_단일(1296)
11569,1073,유한심바스타틴정 20mg,11569,216,1,TL_36_단일(216)
11578,1074,프로틴정(니자티딘),11578,216,1,TL_36_단일(216)
11589,1075,포리겔정 5mg/병,11589,216,1,TL_36_단일(216)
11598,1076,유로박솜캡슐(동결건조균체용해물(표준화)),11598,324,1,TL_36_단일(324)
11608,1077,에페로신정,11608,216,1,TL_36_단일(216)
11609,1078,시렌탈정,11609,216,1,TL_36_단일(216)
11612,1079,세토펜이알서방정500정,11612,1296,1,TL_6_단일(1296)
11616,1080,모아코정 500mg/PTP,11616,1296,1,TL_6_단일(1296)
11629,1081,프라스탄정 10mg,11629,216,1,TL_36_단일(216)
11634,1082,영진아스피린장용정,11634,216,1,TL_36_단일(216)
11646,1083,테베텐정 600mg,11646,1296,1,TL_6_단일(1296)
11647,1084,악토넬정 35mg,11647,1296,1,TL_6_단일(1296)
11650,1085,무노발정 2.5mg,11650,216,1,TL_36_단일(216)
11675,1086,다이제스트정 175mg/PTP,11675,216,1,TL_36_단일(216)
11679,1087,알나졸정 400mg,11679,216,1,TL_36_단일(216)
11685,1088,화인탈츄어블정 12.5mg/포,11685,1296,1,TL_6_단일(1296)
11694,1089,트라린정 50mg,11694,1296,1,TL_6_단일(1296)
11700,1090,맥시크란정 625mg,11700,216,1,TL_36_단일(216)
11704,1091,온세트론정(염산온단세트론),11704,1296,1,TL_6_단일(1296)
11717,1092,리페리돈정 2mg,11717,216,1,TL_36_단일(216)
11762,1093,에보프림연질캡슐(달맞이꽃종자유),11762,324,1,TL_36_단일(324)
11763,1094,리포에이정,11763,216,1,TL_36_단일(216)
11779,1095,지펜정 300mg,11779,1296,1,TL_6_단일(1296)
11782,1096,아르펜정 200mg/PTP,11782,1296,1,TL_6_단일(1296)
11821,1097,리도스캡슐,11821,324,1,TL_36_단일(324)
11824,1098,파누스에프정(은행엽엑스)(수출명:KYMPANIL),11824,216,1,TL_36_단일(216)
11832,1099,아목시클정(아목시실린수화물·클라불란산칼륨(7:1)),11832,1296,1,TL_7_단일(1296)
11834,1100,심펙스정,11834,216,1,TL_36_단일(216)
11835,1101,클란자에스연질캡슐(아세클로페낙)(수출명:SpeenacSoftCaps.),11835,324,1,TL_36_단일(324)
11843,1102,치옥타시드에이취알정 200mg,11843,216,1,TL_36_단일(216)
11844,1103,하드칼츄어블정,11844,1296,1,TL_7_단일(1296)
11845,1104,타세놀이알서방정(아세트아미노펜),11845,1296,1,TL_7_단일(1296)
11870,1105,알부라민연질캡슐 20mg/병,11870,324,1,TL_36_단일(324)
11874,1106,에이치엘비알벤다졸400정 400mg,11874,216,1,TL_36_단일(216)
11917,1107,한신알비오캡슐 625mg/PTP,11917,324,1,TL_36_단일(324)
11941,1108,맥스펜정(덱시부프로펜디.씨),11941,1296,1,TL_7_단일(1296)
11951,1109,미시랜더캡슐 250mg/PTP,11951,324,1,TL_36_단일(324)
11972,1110,덴타포스캡슐 150mg/PTP (수출용),11972,324,1,TL_37_단일(324)
11975,1111,하벤목캡슐 21mg/PTP,11975,324,1,TL_37_단일(324)
11981,1112,쎄락틸정 300mg,11981,1296,1,TL_7_단일(1296)
11986,1113,아테론정,11986,216,1,TL_37_단일(216)
11987,1114,포린정 10mg/PTP,11987,216,1,TL_37_단일(216)
11991,1115,애스펜정,11991,216,1,TL_37_단일(216)
11992,1116,알코딘연질캡슐,11992,324,1,TL_37_단일(324)
12002,1117,올바펜정 500mg/PTP,12002,1296,1,TL_7_단일(1296)
12018,1118,아테로정,12018,216,1,TL_37_단일(216)
12021,1119,위소탄-에프정 250mg/병,12021,216,1,TL_37_단일(216)
12024,1120,넬슨니자티딘정 75mg,12024,216,1,TL_37_단일(216)
12051,1121,에스케이헤모원캡슐 326.1mg/PTP,12051,324,1,TL_37_단일(324)
12060,1122,스타핀지속정,12060,216,1,TL_37_단일(216)
12070,1123,그리펜-에스정(덱시부프로펜),12070,216,1,TL_37_단일(216)
12079,1124,레복사신정 100mg,12079,1296,1,TL_7_단일(1296)
12080,1125,리렉스펜정 300mg/PTP,12080,1647,5,"TL_7_단일(1296), TL_1_조합(180), TL_3_조합(75), TL_4_조합(48), TL_6_조합(48)"
12081,1126,리렉스펜정 300mg/PTP,12081,3,1,train_annotations(3)
12085,1127,심바스트정20밀리그램(심바스타틴),12085,1296,1,TL_37_단일(1296)
12128,1128,하디콜파워정 152mg/PTP,12128,216,1,TL_37_단일(216)
12129,1129,하디코정 500mg/PTP,12129,216,1,TL_37_단일(216)
12133,1130,슬라임캡슐 250mg/병,12133,324,1,TL_37_단일(324)
12136,1131,탈푸린정(탈니플루메이트),12136,1296,1,TL_7_단일(1296)
12149,1132,탈스탑캡슐 100mg/PTP,12149,324,1,TL_37_단일(324)
12154,1133,미투-에스연질캡슐 200mg/PTP,12154,324,1,TL_37_단일(324)
12161,1134,휘가에스캡슐 375mg/병,12161,324,1,TL_37_단일(324)
12177,1135,명문세파클러수화물캡슐 250mg,12177,324,1,TL_37_단일(324)
12186,1136,팩티브정 320mg,12186,1296,1,TL_7_단일(1296)
12191,1137,에스프로펜정(덱시부프로펜),12191,1296,1,TL_7_단일(1296)
12206,1138,데놀정(비스무트시트르산염칼륨),12206,1296,1,TL_7_단일(1296)
12211,1139,쿨넥신캡슐 710mg/PTP,12211,1296,1,TL_7_단일(1296)
12219,1140,심진캡슐 250mg/PTP,12219,324,1,TL_37_단일(324)
12233,1141,티메롤이알서방정(아세트아미노펜),12233,216,1,TL_37_단일(216)
12243,1142,엔시드8시간이알서방정 650mg,12243,1296,1,TL_7_단일(1296)
12245,1143,아빌리파이정 5mg,12245,1296,1,TL_7_단일(1296)
12246,1144,아빌리파이정 10mg,12246,1659,5,"TL_37_단일(1296), TL_6_조합(216), TL_4_조합(81), TL_5_조합(36), TL_3_조합(30)"
12247,1145,아빌리파이정 10mg,12247,1299,2,"TL_37_단일(1296), train_annotations(3)"
12248,1146,우먼스타이레놀정 500mg/PTP,12248,1296,1,TL_7_단일(1296)
12255,1147,제스부틴정 100mg/PTP,12255,1296,1,TL_7_단일(1296)
12257,1148,황간정 330mg/PTP,12257,216,1,TL_37_단일(216)
12265,1149,웰정(염산부프로피온)(수출명:디쁘레오정),12265,1296,1,TL_7_단일(1296)
12345,1150,알마트린정 160mg/병,12345,216,1,TL_37_단일(216)
12368,1151,소타론정(소타롤염산염),12368,1296,1,TL_37_단일(1296)
12381,1152,트리엠정 100mg,12381,1296,1,TL_37_단일(1296)
12415,1153,트리돌솔루블정 50mg,12415,1296,1,TL_7_단일(1296)
12419,1154,자이프렉사정 2.5mg,12419,1668,5,"TL_7_단일(1296), TL_6_조합(216), TL_4_조합(84), TL_3_조합(36), TL_5_조합(36)"
12429,1155,말라론정,12429,1296,1,TL_37_단일(1296)
12431,1156,라믹탈정 25mg,12431,1296,1,TL_37_단일(1296)
12440,1157,코디오반정 160/12.5mg,12440,216,1,TL_37_단일(216)
12446,1158,데파코트서방정 500mg,12446,1296,1,TL_7_단일(1296)
12457,1159,페모스톤콘티정,12457,216,1,TL_37_단일(216)
12458,1160,페모스톤정1/10,12458,216,1,TL_37_단일(216)
12473,1161,미카르디스플러스정 40/12.5mg,12473,216,1,TL_37_단일(216)
12474,1162,미카르디스플러스정 80/12.5mg,12474,216,1,TL_37_단일(216)
12500,1163,케프라정 250mg,12500,1296,1,TL_7_단일(1296)
12501,1164,케프라정 500mg,12501,1296,1,TL_7_단일(1296)
12502,1165,케프라정 1000mg,12502,1296,1,TL_7_단일(1296)
12505,1166,노르믹스정(리팍시민),12505,1296,1,TL_37_단일(1296)
12511,1167,크레스토정 10mg,12511,1296,1,TL_37_단일(1296)
12563,1168,케토스테릴정,12563,1296,1,TL_7_단일(1296)
12583,1169,란스톤캡슐 15mg,12583,324,1,TL_37_단일(324)
12589,1170,쎄파렉신캡슐 710mg/PTP,12589,324,1,TL_37_단일(324)
12605,1171,클로신정 250mg,12605,216,1,TL_37_단일(216)
12610,1172,페노렌캡슐,12610,324,1,TL_37_단일(324)
12626,1173,렉소팬정,12626,216,1,TL_37_단일(216)
12630,1174,바이오파워캡슐 15mg/포,12630,324,1,TL_37_단일(324)
12631,1175,비트콜정 964mg/포,12631,216,1,TL_37_단일(216)
12637,1176,투스딘골드캡슐 150mg/PTP,12637,861,4,"TL_7_조합(363), TL_37_단일(324), TL_5_조합(90), TL_6_조합(84)"
12640,1177,엘도란트캡슐(에르도스테인),12640,324,1,TL_37_단일(324)
12643,1178,레바라틴정,12643,216,1,TL_37_단일(216)
12648,1179,메솔론정,12648,216,1,TL_37_단일(216)
12667,1180,글리멜정 2mg,12667,1296,1,TL_7_단일(1296)
12669,1181,메로콕스캡슐 7.5mg,12669,324,1,TL_37_단일(324)
12670,1182,디후렉스캡슐(플루코나졸)(비매품),12670,324,1,TL_37_단일(324)
12684,1183,중외에페리손염산염정,12684,216,1,TL_38_단일(216)
12686,1184,메피그릴정,12686,216,1,TL_38_단일(216)
12713,1185,엘펙트캡슐(에르도스테인),12713,324,1,TL_38_단일(324)
12714,1186,엘디핀지속정,12714,216,1,TL_38_단일(216)
12718,1187,에릭손정,12718,216,1,TL_38_단일(216)
12721,1188,벤디핀정,12721,216,1,TL_38_단일(216)
12723,1189,알도스텐캡슐 300mg,12723,324,1,TL_38_단일(324)
12731,1190,글리팜정,12731,216,1,TL_38_단일(216)
12741,1191,세파로캡슐,12741,324,1,TL_38_단일(324)
12756,1192,파노신정 320mg/PTP,12756,216,1,TL_38_단일(216)
12757,1193,피로펜정 300mg/PTP,12757,1296,1,TL_7_단일(1296)
12765,1194,티에스원캡슐 20mg,12765,324,1,TL_38_단일(324)
12766,1195,다이아벡스정 1000mg,12766,1296,1,TL_7_단일(1296)
12768,1196,닥터베아제정 80mg/병,12768,1296,1,TL_7_단일(1296)
12769,1197,액시드캡슐 150mg,12769,324,1,TL_38_단일(324)
12773,1198,멜로캄캡슐 15mg,12773,324,1,TL_38_단일(324)
12774,1199,큐라실정 125mg,12774,1296,1,TL_7_단일(1296)
12777,1200,다보타민큐정 10mg/병,12777,663,6,"TL_1_조합(270), TL_38_단일(216), TL_3_조합(78), TL_4_조합(63), TL_7_조합(24)"
12778,1201,다보타민큐정 10mg/병,12778,330,2,"TL_38_단일(324), train_annotations(6)"
12788,1202,록사틴서방형캡슐37.5밀리그람(펠레트에제피된염산록사티딘아세테이트),12788,324,1,TL_38_단일(324)
12804,1203,이알디캡슐(에르도스테인),12804,324,1,TL_38_단일(324)
12811,1204,포리부틴정 150mg,12811,216,1,TL_38_단일(216)
12819,1205,비스론캡슐,12819,324,1,TL_38_단일(324)
12828,1206,스파론정,12828,216,1,TL_38_단일(216)
12841,1207,레바핀정 100mg,12841,216,1,TL_38_단일(216)
12842,1208,티지씨정 2mg,12842,216,1,TL_38_단일(216)
12846,1209,도스틴캡슐,12846,324,1,TL_38_단일(324)
12853,1210,레바민정,12853,216,1,TL_38_단일(216)
12856,1211,덴티엔플러스캡슐 30mg/PTP,12856,324,1,TL_38_단일(324)
12864,1212,알비정400mg/PTP,12864,1296,1,TL_7_단일(1296)
12873,1213,티스롤정 35mg/PTP,12873,216,1,TL_38_단일(216)
12879,1214,페노피딜캡슐,12879,324,1,TL_38_단일(324)
12901,1215,하이비날골드정 555.6mg/병,12901,216,1,TL_38_단일(216)
12902,1216,테라졸정 2mg,12902,216,1,TL_38_단일(216)
12912,1217,스벨트정 237.5mg/병,12912,216,1,TL_38_단일(216)
12913,1218,엠피스정 300mg/PTP,12913,1296,1,TL_7_단일(1296)
12921,1219,후리졸정 400mg/포,12921,216,1,TL_38_단일(216)
12934,1220,엔디스캡슐30C,12934,324,1,TL_38_단일(324)
12949,1221,안국실로스타졸정,12949,216,1,TL_38_단일(216)
12950,1222,안국레바미피드정,12950,216,1,TL_38_단일(216)
12954,1223,발렌시아연질캡슐 333.33mg/PTP,12954,324,1,TL_38_단일(324)
12958,1224,프레나정,12958,216,1,TL_38_단일(216)
12967,1225,코애드에프정 30mg/PTP,12967,216,1,TL_38_단일(216)
12978,1226,세크런캡슐,12978,324,1,TL_38_단일(324)
12982,1227,애니락정,12982,216,1,TL_38_단일(216)
13002,1228,치옥틴정 200mg,13002,216,1,TL_38_단일(216)
13003,1229,이가탄에프캡슐 150mg/PTP,13003,864,3,"TL_7_조합(450), TL_38_단일(324), TL_5_조합(90)"
13004,1230,코닐정 4mg,13004,216,1,TL_38_단일(216)
13005,1231,코닐정 8mg,13005,216,1,TL_38_단일(216)
13006,1232,리스펜정 2mg,13006,1296,1,TL_7_단일(1296)
13007,1233,보령레바미피드정 100mg,13007,216,1,TL_38_단일(216)
13008,1234,보령글리메피리드정 2mg,13008,216,1,TL_38_단일(216)
13018,1235,덴타민캡슐 150mg/PTP,13018,324,1,TL_38_단일(324)
13019,1236,하이네콜정(베타네콜염화물),13019,1296,1,TL_7_단일(1296)
13027,1237,펩스리드정,13027,216,1,TL_38_단일(216)
13034,1238,라미스타정,13034,216,1,TL_38_단일(216)
13039,1239,엘부날캡슐(에르도스테인),13039,324,1,TL_38_단일(324)
13095,1240,푸로조신정 2mg,13095,216,1,TL_38_단일(216)
13100,1241,소아용에보프림연질캡슐(달맞이꽃종자유),13100,324,1,TL_39_단일(324)
13101,1242,씬지록신정 100mcg,13101,216,1,TL_39_단일(216)
13102,1243,씬지록신정 50mcg,13102,216,1,TL_39_단일(216)
13103,1244,디아릴정,13103,216,1,TL_39_단일(216)
13104,1245,글루파정 500mg,13104,1296,1,TL_7_단일(1296)
13128,1246,뉴클러캡슐,13128,324,1,TL_39_단일(324)
13134,1247,포부틴정(트리메부틴말레산염),13134,1296,1,TL_7_단일(1296)
13152,1248,케이디핀지속정(펠로디핀),13152,216,1,TL_39_단일(216)
13155,1249,세라진-에스캡슐,13155,324,1,TL_39_단일(324)
13160,1250,엘스테인캡슐(에르도스테인),13160,714,6,"TL_39_단일(324), TL_1_조합(225), TL_3_조합(75), TL_4_조합(54), TL_7_조합(24)"
13233,1251,한신마로이신캡슐 0.67g/포,13233,324,1,TL_39_단일(324)
13248,1252,알파칼연질캡슐,13248,324,1,TL_39_단일(324)
13255,1253,람노스캡슐(락토바실루스카제이변종람노수스)(수출명1:올바이오캡슐수출명2:안티비오포르테캡슐),13255,1296,1,TL_7_단일(1296)
13258,1254,마그네스정(수출용)(몽골),13258,1296,1,TL_7_단일(1296)
13262,1255,케어코프캡슐 46.67mg/PTP,13262,1296,1,TL_7_단일(1296)
13263,1256,가바틴캡슐 400mg,13263,324,1,TL_39_단일(324)
13265,1257,엘도스탐캡슐,13265,324,1,TL_39_단일(324)
13272,1258,클라로마정 500mg,13272,216,1,TL_39_단일(216)
13325,1259,클라펜정 300mg/PTP,13325,1296,1,TL_7_단일(1296)
13331,1260,엘도랄정(에르도스테인),13331,1296,1,TL_7_단일(1296)
13335,1261,에도스텐캡슐(에르도스테인),13335,324,1,TL_39_단일(324)
13352,1262,엑소닌정(에페리손염산염),13352,1296,1,TL_39_단일(1296)
13353,1263,리피듀정,13353,216,1,TL_39_단일(216)
13355,1264,리포웰캡슐 250mg/병,13355,324,1,TL_39_단일(324)
13367,1265,자니티딘정 75mg,13367,1296,1,TL_7_단일(1296)
13374,1266,리페돌캡슐,13374,324,1,TL_39_단일(324)
13377,1267,데이감에스정 500mg/PTP,13377,1296,1,TL_7_단일(1296)
13380,1268,엠테놀정,13380,216,1,TL_39_단일(216)
13389,1269,소하자임플러스정 50mg/PTP,13389,1296,1,TL_7_단일(1296)
13390,1270,코푸스탑플러스연질캡슐 75mg/PTP,13390,324,1,TL_39_단일(324)
13391,1271,스피드펜연질캡슐200mg/PTP,13391,324,1,TL_39_단일(324)
13394,1272,써스펜8시간이알서방정 650mg,13394,1638,5,"TL_7_단일(1296), TL_1_조합(177), TL_3_조합(75), TL_7_조합(48), TL_4_조합(42)"
13395,1273,써스펜8시간이알서방정 650mg,13395,3,1,train_annotations(3)
13397,1274,이소티논연질캡슐 10mg,13397,324,1,TL_39_단일(324)
13400,1275,그리메피드정 2mg,13400,216,1,TL_39_단일(216)
13401,1276,레마이드정(레바미피드),13401,216,1,TL_39_단일(216)
13402,1277,엘도인캡슐 300mg,13402,1296,1,TL_7_단일(1296)
13403,1278,한미펠로디핀지속정 5mg,13403,216,1,TL_39_단일(216)
13405,1279,한미염산테라조신정,13405,216,1,TL_39_단일(216)
13412,1280,아루진정 4mg/PTP,13412,324,1,TL_39_단일(324)
13439,1281,뉴로피아정,13439,216,1,TL_39_단일(216)
13449,1282,하디코프에프정 200mg/PTP,13449,1296,1,TL_7_단일(1296)
13455,1283,씨라인정 237.5mg/병,13455,216,1,TL_39_단일(216)
13466,1284,이덴트플러스캡슐 2mg/PTP,13466,324,1,TL_39_단일(324)
13469,1285,클록펜정 300mg/PTP,13469,1296,1,TL_7_단일(1296)
13473,1286,디펜코정 500mg/PTP,13473,1296,1,TL_7_단일(1296)
13508,1287,레미스트정,13508,216,1,TL_39_단일(216)
13510,1288,콕시캄캡슐,13510,324,1,TL_39_단일(324)
13530,1289,티오시드정,13530,216,1,TL_39_단일(216)
13535,1290,세크로정(아세클로페낙)(수출용),13535,1296,1,TL_7_단일(1296)
13542,1291,파모콤푸츄정 800mg/PTP,13542,1296,1,TL_8_단일(1296)
13550,1292,아소로펜정,13550,216,1,TL_39_단일(216)
13553,1293,엘바민정 103.1mg/병,13553,216,1,TL_39_단일(216)
13568,1294,록프라정,13568,216,1,TL_39_단일(216)
13591,1295,콜바스타에프정 500mg/PTP,13591,1296,1,TL_8_단일(1296)
13598,1296,두배락캡슐(바실루스리케니포르미스균),13598,324,1,TL_39_단일(324)
13601,1297,리드미캡슐 375mg/PTP,13601,324,1,TL_39_단일(324)
13613,1298,엔테론정 50mg,13613,1296,1,TL_39_단일(1296)
13617,1299,레보팔시드정,13617,216,1,TL_39_단일(216)
13625,1300,타이레놀콜드-에스정 325mg/PTP,13625,1296,1,TL_8_단일(1296)
13627,1301,에스빌연질캡슐,13627,324,1,TL_39_단일(324)
13634,1302,경보세파클러캡슐,13634,324,1,TL_39_단일(324)
13640,1303,유니펙탄캡슐(에르도스테인),13640,324,1,TL_39_단일(324)
13660,1304,탐부틴정200mg (수출용),13660,216,1,TL_39_단일(216)
13680,1305,록스파인정,13680,216,1,TL_39_단일(216)
13682,1306,엑사드정 75mg,13682,216,1,TL_39_단일(216)
13683,1307,씨판정(수출명:DANCETATab.CERTIPANTab.),13683,1296,1,TL_8_단일(1296)
13709,1308,니타딘정(니자티딘),13709,216,1,TL_39_단일(216)
13734,1309,나노펜정 900mg/PTP,13734,216,1,TL_39_단일(216)
13777,1310,노플정 60mg/PTP,13777,216,1,TL_39_단일(216)
13810,1311,시알리스정10mg/PTP,13810,216,1,TL_39_단일(216)
13812,1312,프리토플러스정 40/12.5mg,13812,216,1,TL_40_단일(216)
13813,1313,프리토플러스정 80/12.5mg,13813,216,1,TL_40_단일(216)
13825,1314,클로자릴정 25mg,13825,216,1,TL_40_단일(216)
13827,1315,마이폴틱장용정 360mg,13827,1296,1,TL_8_단일(1296)
13828,1316,마이폴틱장용정 180mg,13828,1296,1,TL_8_단일(1296)
13831,1317,자디텐정(케토티펜푸마르산염),13831,1296,1,TL_40_단일(1296)
13832,1318,테그레톨정 200mg,13832,1296,1,TL_8_단일(1296)
13835,1319,테그레톨씨알정 200mg,13835,1296,1,TL_40_단일(1296)
13843,1320,클래리시드필름코팅정 250mg,13843,216,1,TL_40_단일(216)
13866,1321,바스티난엠알서방정(트리메타지딘염산염),13866,1296,1,TL_40_단일(1296)
13869,1322,알레버트정 20mg/PTP,13869,1296,1,TL_40_단일(1296)
13899,1323,에빅사정(메만틴염산염)(비매품),13899,1560,3,"TL_8_단일(1296), TL_7_조합(207), TL_4_조합(57)"
13900,1324,에빅사정(메만틴염산염)(비매품),13900,15,1,train_annotations(15)
13904,1325,이소켓서방정 40mg,13904,1296,1,TL_8_단일(1296)
13905,1326,이소켓서방캡슐 120mg,13905,324,1,TL_40_단일(324)
13909,1327,이팩사엑스알서방캡슐 75mg,13909,324,1,TL_40_단일(324)
13910,1328,이팩사엑스알서방캡슐 37.5mg,13910,324,1,TL_40_단일(324)
13933,1329,루코나졸캡슐,13933,324,1,TL_40_단일(324)
13936,1330,리피딜슈프라정(페노피브레이트),13936,1296,1,TL_8_단일(1296)
13937,1331,바소트롤정 25mg,13937,1296,1,TL_40_단일(1296)
13956,1332,리리스정 300mg/PTP,13956,216,1,TL_40_단일(216)
13957,1333,노피드캡슐,13957,324,1,TL_40_단일(324)
13958,1334,토코그린연질캡슐 500mg/PTP,13958,324,1,TL_40_단일(324)
13965,1335,가스토텍정 100mcg,13965,216,1,TL_40_단일(216)
13968,1336,뮤코다인캡슐 200mg,13968,324,1,TL_40_단일(324)
13975,1337,록소펜정 60mg,13975,216,1,TL_40_단일(216)
13980,1338,심콜정,13980,216,1,TL_40_단일(216)
13990,1339,에도날캡슐(에르도스테인),13990,324,1,TL_40_단일(324)
14002,1340,아트렌캡슐 50mg,14002,324,1,TL_40_단일(324)
14024,1341,에렉신정,14024,216,1,TL_40_단일(216)
14025,1342,티티아민정 70mg/병 (수출용),14025,216,1,TL_40_단일(216)
14041,1343,반사신정 815mg/PTP,14041,216,1,TL_40_단일(216)
14044,1344,타크로벨캡슐 1mg,14044,324,1,TL_40_단일(324)
14051,1345,애니디핀정,14051,216,1,TL_40_단일(216)
