json_path,file_name,image_id,bbox_idx,label_name,item_seq,drug_shape,img_w,img_h,x,y,w,h,area,rel_area,aspect,neg_coord,nonpos_wh,oob,nan_inf
data\train_annotations\K-003351-013900-021325_json\K-013900\K-003351-013900-021325_0_2_0_2_70_000_200.json,K-003351-013900-021325_0_2_0_2_70_000_200.png,193,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,191,284,197,233,45901,0.03674196337090164,0.8454935622317596,False,False,False,False
data\train_annotations\K-003351-013900-021325_json\K-013900\K-003351-013900-021325_0_2_0_2_75_000_200.json,K-003351-013900-021325_0_2_0_2_75_000_200.png,194,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,555,706,206,252,51912,0.041553534836065574,0.8174603174603174,False,False,False,False
data\train_annotations\K-003351-013900-021325_json\K-013900\K-003351-013900-021325_0_2_0_2_90_000_200.json,K-003351-013900-021325_0_2_0_2_90_000_200.png,195,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,594,799,201,245,49245,0.03941870517418033,0.8204081632653061,False,False,False,False
data\train_annotations\K-003351-013900-021325_json\K-021325\K-003351-013900-021325_0_2_0_2_70_000_200.json,K-003351-013900-021325_0_2_0_2_70_000_200.png,193,0,아토르바정 10mg,200705992,타원형,976,1280,608,324,152,230,34960,0.027984118852459015,0.6608695652173913,False,False,False,False
data\train_annotations\K-003351-013900-021325_json\K-021325\K-003351-013900-021325_0_2_0_2_75_000_200.json,K-003351-013900-021325_0_2_0_2_75_000_200.png,194,0,아토르바정 10mg,200705992,타원형,976,1280,168,665,160,243,38880,0.0311219262295082,0.6584362139917695,False,False,False,False
data\train_annotations\K-003351-013900-021325_json\K-021325\K-003351-013900-021325_0_2_0_2_90_000_200.json,K-003351-013900-021325_0_2_0_2_90_000_200.png,195,0,아토르바정 10mg,200705992,타원형,976,1280,209,754,159,231,36729,0.029400134477459015,0.6883116883116883,False,False,False,False
data\train_annotations\K-003351-013900-022074_json\K-003351\K-003351-013900-022074_0_2_0_2_70_000_200.json,K-003351-013900-022074_0_2_0_2_70_000_200.png,802,0,일양하이트린정 2mg,199101125,원형,976,1280,394,884,192,194,37248,0.029815573770491804,0.9896907216494846,False,False,False,False
data\train_annotations\K-003351-013900-022074_json\K-003351\K-003351-013900-022074_0_2_0_2_75_000_200.json,K-003351-013900-022074_0_2_0_2_75_000_200.png,803,0,일양하이트린정 2mg,199101125,원형,976,1280,354,158,184,187,34408,0.027542264344262296,0.983957219251337,False,False,False,False
data\train_annotations\K-003351-013900-022074_json\K-003351\K-003351-013900-022074_0_2_0_2_90_000_200.json,K-003351-013900-022074_0_2_0_2_90_000_200.png,804,0,일양하이트린정 2mg,199101125,원형,976,1280,395,216,184,183,33672,0.026953125,1.005464480874317,False,False,False,False
data\train_annotations\K-003351-013900-022074_json\K-013900\K-003351-013900-022074_0_2_0_2_70_000_200.json,K-003351-013900-022074_0_2_0_2_70_000_200.png,802,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,173,299,152,271,41192,0.03297259221311476,0.5608856088560885,False,False,False,False
data\train_annotations\K-003351-013900-022074_json\K-013900\K-003351-013900-022074_0_2_0_2_75_000_200.json,K-003351-013900-022074_0_2_0_2_75_000_200.png,803,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,619,653,150,277,41550,0.03325915727459016,0.5415162454873647,False,False,False,False
data\train_annotations\K-003351-013900-022074_json\K-013900\K-003351-013900-022074_0_2_0_2_90_000_200.json,K-003351-013900-022074_0_2_0_2_90_000_200.png,804,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,656,741,148,277,40996,0.032815701844262295,0.5342960288808665,False,False,False,False
data\train_annotations\K-003351-013900-022074_json\K-022074\K-003351-013900-022074_0_2_0_2_70_000_200.json,K-003351-013900-022074_0_2_0_2_70_000_200.png,802,0,리피로우정 20mg,200709390,원형,976,1280,591,302,185,188,34780,0.027840035860655737,0.9840425531914894,False,False,False,False
data\train_annotations\K-003351-013900-022074_json\K-022074\K-003351-013900-022074_0_2_0_2_75_000_200.json,K-003351-013900-022074_0_2_0_2_75_000_200.png,803,0,리피로우정 20mg,200709390,원형,976,1280,153,728,186,194,36084,0.028883837090163934,0.9587628865979382,False,False,False,False
data\train_annotations\K-003351-013900-022074_json\K-022074\K-003351-013900-022074_0_2_0_2_90_000_200.json,K-003351-013900-022074_0_2_0_2_90_000_200.png,804,0,리피로우정 20mg,200709390,원형,976,1280,194,821,184,187,34408,0.027542264344262296,0.983957219251337,False,False,False,False
data\train_annotations\K-003351-013900-029667_json\K-003351\K-003351-013900-029667_0_2_0_2_70_000_200.json,K-003351-013900-029667_0_2_0_2_70_000_200.png,43,0,일양하이트린정 2mg,199101125,원형,976,1280,375,888,192,192,36864,0.029508196721311476,1.0,False,False,False,False
data\train_annotations\K-003351-013900-029667_json\K-003351\K-003351-013900-029667_0_2_0_2_90_000_200.json,K-003351-013900-029667_0_2_0_2_90_000_200.png,45,0,일양하이트린정 2mg,199101125,원형,976,1280,414,213,182,183,33306,0.02666015625,0.994535519125683,False,False,False,False
data\train_annotations\K-003351-013900-029667_json\K-013900\K-003351-013900-029667_0_2_0_2_70_000_200.json,K-003351-013900-029667_0_2_0_2_70_000_200.png,43,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,190,297,175,253,44275,0.03544041367827869,0.691699604743083,False,False,False,False
data\train_annotations\K-003351-013900-029667_json\K-013900\K-003351-013900-029667_0_2_0_2_90_000_200.json,K-003351-013900-029667_0_2_0_2_90_000_200.png,45,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,620,764,177,259,45843,0.03669553662909836,0.6833976833976834,False,False,False,False
data\train_annotations\K-003351-013900-029667_json\K-029667\K-003351-013900-029667_0_2_0_2_70_000_200.json,K-003351-013900-029667_0_2_0_2_70_000_200.png,43,0,리바로정 4mg,201205253,원형,976,1280,606,280,226,225,50850,0.04070344518442623,1.0044444444444445,False,False,False,False
data\train_annotations\K-003351-013900-029667_json\K-029667\K-003351-013900-029667_0_2_0_2_90_000_200.json,K-003351-013900-029667_0_2_0_2_90_000_200.png,45,0,리바로정 4mg,201205253,원형,976,1280,137,812,226,223,50398,0.040341636782786884,1.0134529147982063,False,False,False,False
data\train_annotations\K-003351-013900-035206_json\K-003351\K-003351-013900-035206_0_2_0_2_70_000_200.json,K-003351-013900-035206_0_2_0_2_70_000_200.png,913,0,일양하이트린정 2mg,199101125,원형,976,1280,377,919,193,191,36863,0.029507396260245903,1.0104712041884816,False,False,False,False
data\train_annotations\K-003351-013900-035206_json\K-013900\K-003351-013900-035206_0_2_0_2_70_000_200.json,K-003351-013900-035206_0_2_0_2_70_000_200.png,913,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,191,284,197,235,46295,0.0370573450307377,0.8382978723404255,False,False,False,False
data\train_annotations\K-003351-013900-035206_json\K-035206\K-003351-013900-035206_0_2_0_2_70_000_200.json,K-003351-013900-035206_0_2_0_2_70_000_200.png,913,0,아토젯정 10/40mg,201500365,타원형,976,1280,545,253,338,339,114582,0.09171842981557377,0.9970501474926253,False,False,False,False
data\train_annotations\K-003351-013900-036637_json\K-003351\K-003351-013900-036637_0_2_0_2_75_000_200.json,K-003351-013900-036637_0_2_0_2_75_000_200.png,1268,0,일양하이트린정 2mg,199101125,원형,976,1280,321,172,185,187,34595,0.02769195056352459,0.9893048128342246,False,False,False,False
data\train_annotations\K-003351-013900-036637_json\K-013900\K-003351-013900-036637_0_2_0_2_70_000_200.json,K-003351-013900-036637_0_2_0_2_70_000_200.png,1267,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,190,299,176,251,44176,0.03536116803278688,0.701195219123506,False,False,False,False
data\train_annotations\K-003351-013900-036637_json\K-013900\K-003351-013900-036637_0_2_0_2_75_000_200.json,K-003351-013900-036637_0_2_0_2_75_000_200.png,1268,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,578,671,180,269,48420,0.03875832479508197,0.6691449814126395,False,False,False,False
data\train_annotations\K-003351-013900-036637_json\K-036637\K-003351-013900-036637_0_2_0_2_70_000_200.json,K-003351-013900-036637_0_2_0_2_70_000_200.png,1267,0,로수젯정10/5밀리그램,201503658,타원형,976,1280,541,302,211,238,50218,0.04019755379098361,0.8865546218487395,False,False,False,False
data\train_annotations\K-003351-013900-036637_json\K-036637\K-003351-013900-036637_0_2_0_2_75_000_200.json,K-003351-013900-036637_0_2_0_2_75_000_200.png,1268,0,로수젯정10/5밀리그램,201503658,타원형,976,1280,177,681,212,243,51516,0.04123655225409836,0.8724279835390947,False,False,False,False
data\train_annotations\K-003351-013900-038162_json\K-003351\K-003351-013900-038162_0_2_0_2_70_000_200.json,K-003351-013900-038162_0_2_0_2_70_000_200.png,490,0,일양하이트린정 2mg,199101125,원형,976,1280,402,880,194,193,37442,0.029970863217213116,1.005181347150259,False,False,False,False
data\train_annotations\K-003351-013900-038162_json\K-003351\K-003351-013900-038162_0_2_0_2_75_000_200.json,K-003351-013900-038162_0_2_0_2_75_000_200.png,491,0,일양하이트린정 2mg,199101125,원형,976,1280,344,157,183,186,34038,0.02724609375,0.9838709677419355,False,False,False,False
data\train_annotations\K-003351-013900-038162_json\K-003351\K-003351-013900-038162_0_2_0_2_90_000_200.json,K-003351-013900-038162_0_2_0_2_90_000_200.png,492,0,일양하이트린정 2mg,199101125,원형,976,1280,383,219,186,181,33666,0.026948322233606558,1.0276243093922652,False,False,False,False
data\train_annotations\K-003351-013900-038162_json\K-013900\K-003351-013900-038162_0_2_0_2_70_000_200.json,K-003351-013900-038162_0_2_0_2_70_000_200.png,490,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,144,307,217,222,48174,0.03856141137295082,0.9774774774774775,False,False,False,False
data\train_annotations\K-003351-013900-038162_json\K-013900\K-003351-013900-038162_0_2_0_2_75_000_200.json,K-003351-013900-038162_0_2_0_2_75_000_200.png,491,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,582,700,221,230,50830,0.040687435963114756,0.9608695652173913,False,False,False,False
data\train_annotations\K-003351-013900-038162_json\K-013900\K-003351-013900-038162_0_2_0_2_90_000_200.json,K-003351-013900-038162_0_2_0_2_90_000_200.png,492,0,에빅사정(메만틴염산염)(비매품),200308324,타원형,976,1280,621,789,216,225,48600,0.038902407786885244,0.96,False,False,False,False
data\train_annotations\K-003351-013900-038162_json\K-038162\K-003351-013900-038162_0_2_0_2_70_000_200.json,K-003351-013900-038162_0_2_0_2_70_000_200.png,490,0,로수바미브정 10/20mg,201600318,타원형,976,1280,597,243,221,276,60996,0.04882492315573771,0.8007246376811594,False,False,False,False
data\train_annotations\K-003351-013900-038162_json\K-038162\K-003351-013900-038162_0_2_0_2_75_000_200.json,K-003351-013900-038162_0_2_0_2_75_000_200.png,491,0,로수바미브정 10/20mg,201600318,타원형,976,1280,108,703,231,280,64680,0.051773821721311473,0.825,False,False,False,False
data\train_annotations\K-003351-013900-038162_json\K-038162\K-003351-013900-038162_0_2_0_2_90_000_200.json,K-003351-013900-038162_0_2_0_2_90_000_200.png,492,0,로수바미브정 10/20mg,201600318,타원형,976,1280,152,798,221,271,59891,0.04794041367827869,0.8154981549815498,False,False,False,False
data\train_annotations\K-003351-016232-018357_json\K-003351\K-003351-016232-018357_0_2_0_2_75_000_200.json,K-003351-016232-018357_0_2_0_2_75_000_200.png,1160,0,일양하이트린정 2mg,199101125,원형,976,1280,347,218,181,185,33485,0.026803438780737706,0.9783783783783784,False,False,False,False
data\train_annotations\K-003351-016232-018357_json\K-016232\K-003351-016232-018357_0_2_0_2_75_000_200.json,K-003351-016232-018357_0_2_0_2_75_000_200.png,1160,0,리피토정 20mg,200410085,원형,976,1280,89,726,195,199,38805,0.031061891649590164,0.9798994974874372,False,False,False,False
data\train_annotations\K-003351-016232-018357_json\K-018357\K-003351-016232-018357_0_2_0_2_75_000_200.json,K-003351-016232-018357_0_2_0_2_75_000_200.png,1160,0,종근당글리아티린연질캡슐(콜린알포세레이트) ,200600026,타원형,976,1280,541,519,247,374,92378,0.07394499231557378,0.660427807486631,False,False,False,False
data\train_annotations\K-003351-016232-019232_json\K-003351\K-003351-016232-019232_0_2_0_2_70_000_200.json,K-003351-016232-019232_0_2_0_2_70_000_200.png,1426,0,일양하이트린정 2mg,199101125,원형,976,1280,413,883,189,192,36288,0.029047131147540983,0.984375,False,False,False,False
data\train_annotations\K-003351-016232-019232_json\K-003351\K-003351-016232-019232_0_2_0_2_75_000_200.json,K-003351-016232-019232_0_2_0_2_75_000_200.png,1427,0,일양하이트린정 2mg,199101125,원형,976,1280,338,160,181,186,33666,0.026948322233606558,0.9731182795698925,False,False,False,False
data\train_annotations\K-003351-016232-019232_json\K-003351\K-003351-016232-019232_0_2_0_2_90_000_200.json,K-003351-016232-019232_0_2_0_2_90_000_200.png,1428,0,일양하이트린정 2mg,199101125,원형,976,1280,379,217,182,181,32942,0.026368788422131147,1.0055248618784531,False,False,False,False
data\train_annotations\K-003351-016232-019232_json\K-016232\K-003351-016232-019232_0_2_0_2_70_000_200.json,K-003351-016232-019232_0_2_0_2_70_000_200.png,1426,0,리피토정 20mg,200410085,원형,976,1280,155,308,197,191,37627,0.03011894851434426,1.031413612565445,False,False,False,False
data\train_annotations\K-003351-016232-019232_json\K-016232\K-003351-016232-019232_0_2_0_2_75_000_200.json,K-003351-016232-019232_0_2_0_2_75_000_200.png,1427,0,리피토정 20mg,200410085,원형,976,1280,592,730,200,193,38600,0.030897797131147542,1.0362694300518134,False,False,False,False
data\train_annotations\K-003351-016232-019232_json\K-016232\K-003351-016232-019232_0_2_0_2_90_000_200.json,K-003351-016232-019232_0_2_0_2_90_000_200.png,1428,0,리피토정 20mg,200410085,원형,976,1280,632,823,194,190,36860,0.02950499487704918,1.0210526315789474,False,False,False,False
data\train_annotations\K-003351-016232-019232_json\K-019232\K-003351-016232-019232_0_2_0_2_70_000_200.json,K-003351-016232-019232_0_2_0_2_70_000_200.png,1426,0,콜리네이트연질캡슐 400mg,200605445,타원형,976,1280,497,235,328,255,83640,0.06695056352459017,1.2862745098039217,False,False,False,False
data\train_annotations\K-003351-016232-019232_json\K-019232\K-003351-016232-019232_0_2_0_2_75_000_200.json,K-003351-016232-019232_0_2_0_2_75_000_200.png,1427,0,콜리네이트연질캡슐 400mg,200605445,타원형,976,1280,103,704,339,264,89496,0.07163806352459016,1.2840909090909092,False,False,False,False
data\train_annotations\K-003351-016232-019232_json\K-019232\K-003351-016232-019232_0_2_0_2_90_000_200.json,K-003351-016232-019232_0_2_0_2_90_000_200.png,1428,0,콜리네이트연질캡슐 400mg,200605445,타원형,976,1280,146,806,333,263,87579,0.07010357966188524,1.2661596958174905,False,False,False,False
data\train_annotations\K-003351-016232-020014_json\K-003351\K-003351-016232-020014_0_2_0_2_75_000_200.json,K-003351-016232-020014_0_2_0_2_75_000_200.png,296,0,일양하이트린정 2mg,199101125,원형,976,1280,334,171,186,193,35898,0.028734951331967212,0.9637305699481865,False,False,False,False
data\train_annotations\K-003351-016232-020014_json\K-003351\K-003351-016232-020014_0_2_0_2_90_000_200.json,K-003351-016232-020014_0_2_0_2_90_000_200.png,297,0,일양하이트린정 2mg,199101125,원형,976,1280,377,235,184,184,33856,0.027100409836065573,1.0,False,False,False,False
data\train_annotations\K-003351-016232-020014_json\K-016232\K-003351-016232-020014_0_2_0_2_75_000_200.json,K-003351-016232-020014_0_2_0_2_75_000_200.png,296,0,리피토정 20mg,200410085,원형,976,1280,86,738,199,196,39004,0.031221183401639343,1.0153061224489797,False,False,False,False
data\train_annotations\K-003351-016232-020014_json\K-016232\K-003351-016232-020014_0_2_0_2_90_000_200.json,K-003351-016232-020014_0_2_0_2_90_000_200.png,297,0,리피토정 20mg,200410085,원형,976,1280,129,830,195,188,36660,0.029344902663934427,1.0372340425531914,False,False,False,False
data\train_annotations\K-003351-016232-020014_json\K-020014\K-003351-016232-020014_0_2_0_2_75_000_200.json,K-003351-016232-020014_0_2_0_2_75_000_200.png,296,0,마도파정,200611524,원형,976,1280,476,720,350,344,120400,0.09637551229508197,1.0174418604651163,False,False,False,False
data\train_annotations\K-003351-016232-020014_json\K-020014\K-003351-016232-020014_0_2_0_2_90_000_200.json,K-003351-016232-020014_0_2_0_2_90_000_200.png,297,0,마도파정,200611524,원형,976,1280,514,809,345,339,116955,0.09361792392418032,1.0176991150442478,False,False,False,False
data\train_annotations\K-003351-016232-031863_json\K-003351\K-003351-016232-031863_0_2_0_2_90_000_200.json,K-003351-016232-031863_0_2_0_2_90_000_200.png,663,0,일양하이트린정 2mg,199101125,원형,976,1280,414,220,180,182,32760,0.02622310450819672,0.989010989010989,False,False,False,False
data\train_annotations\K-003351-016232-031863_json\K-016232\K-003351-016232-031863_0_2_0_2_90_000_200.json,K-003351-016232-031863_0_2_0_2_90_000_200.png,663,0,리피토정 20mg,200410085,원형,976,1280,86,832,193,190,36670,0.029352907274590164,1.0157894736842106,False,False,False,False
data\train_annotations\K-003351-016232-031863_json\K-031863\K-003351-016232-031863_0_2_0_2_90_000_200.json,K-003351-016232-031863_0_2_0_2_90_000_200.png,663,0,아질렉트정(라사길린메실산염),201309347,원형,976,1280,595,814,205,205,42025,0.0336393762807377,1.0,False,False,False,False
data\train_annotations\K-003351-016232-032310_json\K-003351\K-003351-016232-032310_0_2_0_2_90_000_200.json,K-003351-016232-032310_0_2_0_2_90_000_200.png,597,0,일양하이트린정 2mg,199101125,원형,976,1280,391,220,185,182,33670,0.02695152407786885,1.0164835164835164,False,False,False,False
data\train_annotations\K-003351-016232-032310_json\K-016232\K-003351-016232-032310_0_2_0_2_90_000_200.json,K-003351-016232-032310_0_2_0_2_90_000_200.png,597,0,리피토정 20mg,200410085,원형,976,1280,123,825,195,186,36270,0.029032722848360656,1.0483870967741935,False,False,False,False
data\train_annotations\K-003351-016232-032310_json\K-032310\K-003351-016232-032310_0_2_0_2_90_000_200.json,K-003351-016232-032310_0_2_0_2_90_000_200.png,597,0,글리아타민연질캡슐,201310719,타원형,976,1280,618,719,262,371,97202,0.07780641649590164,0.706199460916442,False,False,False,False
data\train_annotations\K-003351-016232-033880_json\K-003351\K-003351-016232-033880_0_2_0_2_75_000_200.json,K-003351-016232-033880_0_2_0_2_75_000_200.png,14,0,일양하이트린정 2mg,199101125,원형,976,1280,317,186,189,188,35532,0.02844198258196721,1.0053191489361701,False,False,False,False
data\train_annotations\K-003351-016232-033880_json\K-016232\K-003351-016232-033880_0_2_0_2_75_000_200.json,K-003351-016232-033880_0_2_0_2_75_000_200.png,14,0,리피토정 20mg,200410085,원형,976,1280,605,706,197,193,38021,0.03043433017418033,1.0207253886010363,False,False,False,False
data\train_annotations\K-003351-016232-033880_json\K-033880\K-003351-016232-033880_0_2_0_2_75_000_200.json,K-003351-016232-033880_0_2_0_2_75_000_200.png,14,0,글리틴정(콜린알포세레이트),201403839,타원형,976,1280,7,682,451,290,130790,0.10469230276639344,1.5551724137931036,False,False,False,False
data\train_annotations\K-003351-016232-041768_json\K-003351\K-003351-016232-041768_0_2_0_2_70_000_200.json,K-003351-016232-041768_0_2_0_2_70_000_200.png,1147,0,일양하이트린정 2mg,199101125,원형,976,1280,363,877,187,191,35717,0.02859006787909836,0.9790575916230366,False,False,False,False
data\train_annotations\K-003351-016232-041768_json\K-016232\K-003351-016232-041768_0_2_0_2_70_000_200.json,K-003351-016232-041768_0_2_0_2_70_000_200.png,1147,0,리피토정 20mg,200410085,원형,976,1280,590,306,190,189,35910,0.0287445568647541,1.0052910052910053,False,False,False,False
data\train_annotations\K-003351-016232-041768_json\K-041768\K-003351-016232-041768_0_2_0_2_70_000_200.json,K-003351-016232-041768_0_2_0_2_70_000_200.png,1147,0,카발린캡슐 25mg,201702674,장방형,976,1280,130,294,259,292,75628,0.06053726946721311,0.886986301369863,False,False,False,False
data\train_annotations\K-003351-016262-018147_json\K-003351\K-003351-016262-018147_0_2_0_2_75_000_200.json,K-003351-016262-018147_0_2_0_2_75_000_200.png,362,0,일양하이트린정 2mg,199101125,원형,976,1280,320,161,185,187,34595,0.02769195056352459,0.9893048128342246,False,False,False,False
data\train_annotations\K-003351-016262-018147_json\K-003351\K-003351-016262-018147_0_2_0_2_90_000_200.json,K-003351-016262-018147_0_2_0_2_90_000_200.png,363,0,일양하이트린정 2mg,199101125,원형,976,1280,362,218,183,183,33489,0.026806640625,1.0,False,False,False,False
data\train_annotations\K-003351-016262-018147_json\K-016262\K-003351-016262-018147_0_2_0_2_75_000_200.json,K-003351-016262-018147_0_2_0_2_75_000_200.png,362,0,크레스토정 20mg,200410326,원형,976,1280,35,701,252,247,62244,0.049823898565573774,1.0202429149797572,False,False,False,False
data\train_annotations\K-003351-016262-018147_json\K-016262\K-003351-016262-018147_0_2_0_2_90_000_200.json,K-003351-016262-018147_0_2_0_2_90_000_200.png,363,0,크레스토정 20mg,200410326,원형,976,1280,82,790,244,241,58804,0.0470703125,1.012448132780083,False,False,False,False
data\train_annotations\K-003351-016262-018147_json\K-018147\K-003351-016262-018147_0_2_0_2_75_000_200.json,K-003351-016262-018147_0_2_0_2_75_000_200.png,362,0,리리카캡슐 150mg,200511058,장방형,976,1280,515,614,213,448,95424,0.07638319672131147,0.47544642857142855,False,False,False,False
data\train_annotations\K-003351-016262-018147_json\K-018147\K-003351-016262-018147_0_2_0_2_90_000_200.json,K-003351-016262-018147_0_2_0_2_90_000_200.png,363,0,리리카캡슐 150mg,200511058,장방형,976,1280,552,705,213,450,95850,0.07672419313524591,0.47333333333333333,False,False,False,False
data\train_annotations\K-003351-016262-018357_json\K-003351\K-003351-016262-018357_0_2_0_2_75_000_200.json,K-003351-016262-018357_0_2_0_2_75_000_200.png,239,0,일양하이트린정 2mg,199101125,원형,976,1280,347,195,182,187,34034,0.027242891905737705,0.9732620320855615,False,False,False,False
data\train_annotations\K-003351-016262-018357_json\K-003351\K-003351-016262-018357_0_2_0_2_90_000_200.json,K-003351-016262-018357_0_2_0_2_90_000_200.png,240,0,일양하이트린정 2mg,199101125,원형,976,1280,386,254,186,184,34224,0.02739497950819672,1.0108695652173914,False,False,False,False
data\train_annotations\K-003351-016262-018357_json\K-016262\K-003351-016262-018357_0_2_0_2_75_000_200.json,K-003351-016262-018357_0_2_0_2_75_000_200.png,239,0,크레스토정 20mg,200410326,원형,976,1280,53,742,252,246,61992,0.04962218237704918,1.024390243902439,False,False,False,False
data\train_annotations\K-003351-016262-018357_json\K-016262\K-003351-016262-018357_0_2_0_2_90_000_200.json,K-003351-016262-018357_0_2_0_2_90_000_200.png,240,0,크레스토정 20mg,200410326,원형,976,1280,97,829,243,241,58563,0.04687740138319672,1.008298755186722,False,False,False,False
data\train_annotations\K-003351-016262-018357_json\K-018357\K-003351-016262-018357_0_2_0_2_75_000_200.json,K-003351-016262-018357_0_2_0_2_75_000_200.png,239,0,종근당글리아티린연질캡슐(콜린알포세레이트) ,200600026,타원형,976,1280,6567,625,311,315,97965,0.07841716828893443,0.9873015873015873,False,False,True,False
data\train_annotations\K-003351-016262-018357_json\K-018357\K-003351-016262-018357_0_2_0_2_90_000_200.json,K-003351-016262-018357_0_2_0_2_90_000_200.png,240,0,종근당글리아티린연질캡슐(콜린알포세레이트) ,200600026,타원형,976,1280,610,727,308,311,95788,0.07667456454918033,0.9903536977491961,False,False,False,False
data\train_annotations\K-003351-016262-019232_json\K-003351\K-003351-016262-019232_0_2_0_2_90_000_200.json,K-003351-016262-019232_0_2_0_2_90_000_200.png,81,0,일양하이트린정 2mg,199101125,원형,976,1280,403,256,185,183,33855,0.027099609375,1.010928961748634,False,False,False,False
data\train_annotations\K-003351-016262-019232_json\K-016262\K-003351-016262-019232_0_2_0_2_90_000_200.json,K-003351-016262-019232_0_2_0_2_90_000_200.png,81,0,크레스토정 20mg,200410326,원형,976,1280,609,789,242,236,57112,0.04571593237704918,1.0254237288135593,False,False,False,False
data\train_annotations\K-003351-016262-019232_json\K-019232\K-003351-016262-019232_0_2_0_2_90_000_200.json,K-003351-016262-019232_0_2_0_2_90_000_200.png,81,0,콜리네이트연질캡슐 400mg,200605445,타원형,976,1280,141,801,333,264,87912,0.07037013319672131,1.2613636363636365,False,False,False,False
data\train_annotations\K-003351-016262-020014_json\K-003351\K-003351-016262-020014_0_2_0_2_70_000_200.json,K-003351-016262-020014_0_2_0_2_70_000_200.png,1285,0,일양하이트린정 2mg,199101125,원형,976,1280,410,889,190,192,36480,0.02920081967213115,0.9895833333333334,False,False,False,False
data\train_annotations\K-003351-016262-020014_json\K-003351\K-003351-016262-020014_0_2_0_2_75_000_200.json,K-003351-016262-020014_0_2_0_2_75_000_200.png,1286,0,일양하이트린정 2mg,199101125,원형,976,1280,339,153,183,189,34587,0.027685546875,0.9682539682539683,False,False,False,False
data\train_annotations\K-003351-016262-020014_json\K-003351\K-003351-016262-020014_0_2_0_2_90_000_200.json,K-003351-016262-020014_0_2_0_2_90_000_200.png,1287,0,일양하이트린정 2mg,199101125,원형,976,1280,379,210,186,185,34410,0.027543865266393443,1.0054054054054054,False,False,False,False
data\train_annotations\K-003351-016262-020014_json\K-016262\K-003351-016262-020014_0_2_0_2_70_000_200.json,K-003351-016262-020014_0_2_0_2_70_000_200.png,1285,0,크레스토정 20mg,200410326,원형,976,1280,651,269,246,238,58548,0.04686539446721311,1.0336134453781514,False,False,False,False
data\train_annotations\K-003351-016262-020014_json\K-016262\K-003351-016262-020014_0_2_0_2_75_000_200.json,K-003351-016262-020014_0_2_0_2_75_000_200.png,1286,0,크레스토정 20mg,200410326,원형,976,1280,25,720,253,244,61732,0.0494140625,1.0368852459016393,False,False,False,False
data\train_annotations\K-003351-016262-020014_json\K-016262\K-003351-016262-020014_0_2_0_2_90_000_200.json,K-003351-016262-020014_0_2_0_2_90_000_200.png,1287,0,크레스토정 20mg,200410326,원형,976,1280,71,807,247,241,59527,0.047649045850409834,1.0248962655601659,False,False,False,False
data\train_annotations\K-003351-016262-020014_json\K-020014\K-003351-016262-020014_0_2_0_2_70_000_200.json,K-003351-016262-020014_0_2_0_2_70_000_200.png,1285,0,마도파정,200611524,원형,976,1280,71,207,339,323,109497,0.08764808529713115,1.0495356037151702,False,False,False,False
data\train_annotations\K-003351-016262-020014_json\K-020014\K-003351-016262-020014_0_2_0_2_75_000_200.json,K-003351-016262-020014_0_2_0_2_75_000_200.png,1286,0,마도파정,200611524,원형,976,1280,527,698,348,343,119364,0.09554623463114754,1.0145772594752187,False,False,False,False
data\train_annotations\K-003351-016262-020014_json\K-020014\K-003351-016262-020014_0_2_0_2_90_000_200.json,K-003351-016262-020014_0_2_0_2_90_000_200.png,1287,0,마도파정,200611524,원형,976,1280,561,787,352,337,118624,0.09495389344262295,1.0445103857566767,False,False,False,False
data\train_annotations\K-003351-016262-031863_json\K-003351\K-003351-016262-031863_0_2_0_2_70_000_200.json,K-003351-016262-031863_0_2_0_2_70_000_200.png,856,0,일양하이트린정 2mg,199101125,원형,976,1280,411,907,189,191,36099,0.02889584400614754,0.9895287958115183,False,False,False,False
data\train_annotations\K-003351-016262-031863_json\K-016262\K-003351-016262-031863_0_2_0_2_70_000_200.json,K-003351-016262-031863_0_2_0_2_70_000_200.png,856,0,크레스토정 20mg,200410326,원형,976,1280,591,307,241,234,56394,0.045141201331967216,1.0299145299145298,False,False,False,False
data\train_annotations\K-003351-016262-031863_json\K-031863\K-003351-016262-031863_0_2_0_2_70_000_200.json,K-003351-016262-031863_0_2_0_2_70_000_200.png,856,0,아질렉트정(라사길린메실산염),201309347,원형,976,1280,160,285,207,208,43056,0.034464651639344264,0.9951923076923077,False,False,False,False
