json_path,file_name,width,height,image_id,drug_N,drug_S,item_seq,dl_idx,dl_mapping_code,dl_name,dl_company,dl_material,di_class_no,di_etc_otc_code,back_color,drug_dir,light_color,camera_la,camera_lo,size,drug_shape,dl_custom_shape,form_code_name,color_class1,color_class2,print_front,print_back,line_front,line_back,label_cids,label_names,n_ann_total,n_ann_bbox_exists,n_ann_bbox_valid,bboxes,label_cid,label_name,is_multilabel
data\train_annotations\K-003351-003832-016232_json\K-016232\K-003351-003832-016232_0_2_0_2_90_000_200.json,K-003351-003832-016232_0_2_0_2_90_000_200.png,976,1280,282,K-016232,정상알약,200410085,16232,K-016232,리피토정 20mg,한국화이자제약(주),아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",필름코팅정,하양,,ATV,20,,,[16232],['리피토정 20mg'],1,1,1,"[[656, 839, 191, 188]]",16232,리피토정 20mg,False
data\train_annotations\K-003351-003832-016262_json\K-003351\K-003351-003832-016262_0_2_0_2_70_000_200.json,K-003351-003832-016262_0_2_0_2_70_000_200.png,976,1280,367,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[416, 878, 190, 195]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-016262_json\K-003351\K-003351-003832-016262_0_2_0_2_75_000_200.json,K-003351-003832-016262_0_2_0_2_75_000_200.png,976,1280,368,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[335, 161, 182, 188]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-016262_json\K-003351\K-003351-003832-016262_0_2_0_2_90_000_200.json,K-003351-003832-016262_0_2_0_2_90_000_200.png,976,1280,369,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[377, 219, 183, 181]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-016262_json\K-003832\K-003351-003832-016262_0_2_0_2_70_000_200.json,K-003351-003832-016262_0_2_0_2_70_000_200.png,976,1280,367,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[644, 177, 283, 425]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-016262_json\K-003832\K-003351-003832-016262_0_2_0_2_75_000_200.json,K-003351-003832-016262_0_2_0_2_75_000_200.png,976,1280,368,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[2, 597, 288, 441]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-016262_json\K-003832\K-003351-003832-016262_0_2_0_2_90_000_200.json,K-003351-003832-016262_0_2_0_2_90_000_200.png,976,1280,369,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[47, 695, 280, 430]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-016262_json\K-016262\K-003351-003832-016262_0_2_0_2_70_000_200.json,K-003351-003832-016262_0_2_0_2_70_000_200.png,976,1280,367,K-016262,정상알약,200410326,16262,K-016262,크레스토정 20mg,한국아스트라제네카(주),로수바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",필름코팅정,분홍,,ZD452220,,,,[16262],['크레스토정 20mg'],1,1,1,"[[153, 263, 246, 235]]",16262,크레스토정 20mg,False
data\train_annotations\K-003351-003832-016262_json\K-016262\K-003351-003832-016262_0_2_0_2_75_000_200.json,K-003351-003832-016262_0_2_0_2_75_000_200.png,976,1280,368,K-016262,정상알약,200410326,16262,K-016262,크레스토정 20mg,한국아스트라제네카(주),로수바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",필름코팅정,분홍,,ZD452220,,,,[16262],['크레스토정 20mg'],1,1,1,"[[542, 732, 251, 243]]",16262,크레스토정 20mg,False
data\train_annotations\K-003351-003832-016262_json\K-016262\K-003351-003832-016262_0_2_0_2_90_000_200.json,K-003351-003832-016262_0_2_0_2_90_000_200.png,976,1280,369,K-016262,정상알약,200410326,16262,K-016262,크레스토정 20mg,한국아스트라제네카(주),로수바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",필름코팅정,분홍,,ZD452220,,,,[16262],['크레스토정 20mg'],1,1,1,"[[585, 825, 245, 238]]",16262,크레스토정 20mg,False
data\train_annotations\K-003351-003832-016688_json\K-003351\K-003351-003832-016688_0_2_0_2_70_000_200.json,K-003351-003832-016688_0_2_0_2_70_000_200.png,976,1280,865,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[444, 867, 191, 193]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-016688_json\K-003832\K-003351-003832-016688_0_2_0_2_70_000_200.json,K-003351-003832-016688_0_2_0_2_70_000_200.png,976,1280,865,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[78, 280, 380, 368]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-016688_json\K-016688\K-003351-003832-016688_0_2_0_2_70_000_200.json,K-003351-003832-016688_0_2_0_2_70_000_200.png,976,1280,865,K-016688,정상알약,200500497,16688,K-016688,오마코연질캡슐(오메가-3-산에틸에스테르90),건일제약(주),오메가-3-산에틸에스테르90,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,장방형,연질캡슐제,"연질캡슐제, 액상","노랑, 투명",,OMACOR,,,,[16688],['오마코연질캡슐(오메가-3-산에틸에스테르90)'],1,1,1,"[[481, 119, 418, 527]]",16688,오마코연질캡슐(오메가-3-산에틸에스테르90),False
data\train_annotations\K-003351-003832-020238_json\K-003351\K-003351-003832-020238_0_2_0_2_90_000_200.json,K-003351-003832-020238_0_2_0_2_90_000_200.png,976,1280,642,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[383, 182, 184, 181]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-020238_json\K-003832\K-003351-003832-020238_0_2_0_2_90_000_200.json,K-003351-003832-020238_0_2_0_2_90_000_200.png,976,1280,642,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[87, 678, 405, 337]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-020238_json\K-020238\K-003351-003832-020238_0_2_0_2_90_000_200.json,K-003351-003832-020238_0_2_0_2_90_000_200.png,976,1280,642,K-020238,정상알약,200700907,20238,K-020238,플라빅스정 75mg,(주)한독,클로피도그렐황산염,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",필름코팅정,분홍,,75,1171,,,[20238],['플라빅스정 75mg'],1,1,1,"[[657, 800, 232, 225]]",20238,플라빅스정 75mg,False
data\train_annotations\K-003351-003832-021325_json\K-003351\K-003351-003832-021325_0_2_0_2_70_000_200.json,K-003351-003832-021325_0_2_0_2_70_000_200.png,976,1280,958,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[407, 891, 189, 190]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-021325_json\K-003351\K-003351-003832-021325_0_2_0_2_75_000_200.json,K-003351-003832-021325_0_2_0_2_75_000_200.png,976,1280,959,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[345, 150, 180, 189]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-021325_json\K-003351\K-003351-003832-021325_0_2_0_2_90_000_200.json,K-003351-003832-021325_0_2_0_2_90_000_200.png,976,1280,960,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[384, 209, 184, 181]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-021325_json\K-003832\K-003351-003832-021325_0_2_0_2_70_000_200.json,K-003351-003832-021325_0_2_0_2_70_000_200.png,976,1280,958,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[510, 231, 275, 423]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-021325_json\K-003832\K-003351-003832-021325_0_2_0_2_75_000_200.json,K-003351-003832-021325_0_2_0_2_75_000_200.png,976,1280,959,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[145, 544, 284, 438]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-021325_json\K-003832\K-003351-003832-021325_0_2_0_2_90_000_200.json,K-003351-003832-021325_0_2_0_2_90_000_200.png,976,1280,960,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[193, 637, 275, 432]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-021325_json\K-021325\K-003351-003832-021325_0_2_0_2_70_000_200.json,K-003351-003832-021325_0_2_0_2_70_000_200.png,976,1280,958,K-021325,정상알약,200705992,21325,K-021325,아토르바정 10mg,(주)유한양행,아토르바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,하양,,YH,10,,,[21325],['아토르바정 10mg'],1,1,1,"[[133, 288, 168, 227]]",21325,아토르바정 10mg,False
data\train_annotations\K-003351-003832-021325_json\K-021325\K-003351-003832-021325_0_2_0_2_75_000_200.json,K-003351-003832-021325_0_2_0_2_75_000_200.png,976,1280,959,K-021325,정상알약,200705992,21325,K-021325,아토르바정 10mg,(주)유한양행,아토르바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,하양,,YH,10,,,[21325],['아토르바정 10mg'],1,1,1,"[[646, 709, 164, 237]]",21325,아토르바정 10mg,False
data\train_annotations\K-003351-003832-021325_json\K-021325\K-003351-003832-021325_0_2_0_2_90_000_200.json,K-003351-003832-021325_0_2_0_2_90_000_200.png,976,1280,960,K-021325,정상알약,200705992,21325,K-021325,아토르바정 10mg,(주)유한양행,아토르바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,하양,,YH,10,,,[21325],['아토르바정 10mg'],1,1,1,"[[681, 802, 167, 229]]",21325,아토르바정 10mg,False
data\train_annotations\K-003351-003832-022074_json\K-003351\K-003351-003832-022074_0_2_0_2_70_000_200.json,K-003351-003832-022074_0_2_0_2_70_000_200.png,976,1280,49,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[422, 887, 192, 191]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-022074_json\K-003351\K-003351-003832-022074_0_2_0_2_75_000_200.json,K-003351-003832-022074_0_2_0_2_75_000_200.png,976,1280,50,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[326, 138, 185, 192]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-022074_json\K-003351\K-003351-003832-022074_0_2_0_2_90_000_200.json,K-003351-003832-022074_0_2_0_2_90_000_200.png,976,1280,51,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[365, 198, 187, 184]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-022074_json\K-003832\K-003351-003832-022074_0_2_0_2_70_000_200.json,K-003351-003832-022074_0_2_0_2_70_000_200.png,976,1280,49,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[565, 192, 281, 426]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-022074_json\K-003832\K-003351-003832-022074_0_2_0_2_75_000_200.json,K-003351-003832-022074_0_2_0_2_75_000_200.png,976,1280,50,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[80, 566, 285, 443]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-022074_json\K-003832\K-003351-003832-022074_0_2_0_2_90_000_200.json,K-003351-003832-022074_0_2_0_2_90_000_200.png,976,1280,51,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[128, 668, 276, 433]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-022074_json\K-022074\K-003351-003832-022074_0_2_0_2_70_000_200.json,K-003351-003832-022074_0_2_0_2_70_000_200.png,976,1280,49,K-022074,정상알약,200709390,22074,K-022074,리피로우정 20mg,(주)종근당,무수아토르바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",필름코팅정,하양,,LPL,20,,,[22074],['리피로우정 20mg'],1,1,1,"[[134, 276, 185, 191]]",22074,리피로우정 20mg,False
data\train_annotations\K-003351-003832-022074_json\K-022074\K-003351-003832-022074_0_2_0_2_75_000_200.json,K-003351-003832-022074_0_2_0_2_75_000_200.png,976,1280,50,K-022074,정상알약,200709390,22074,K-022074,리피로우정 20mg,(주)종근당,무수아토르바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",필름코팅정,하양,,LPL,20,,,[22074],['리피로우정 20mg'],1,1,1,"[[624, 749, 187, 193]]",22074,리피로우정 20mg,False
data\train_annotations\K-003351-003832-022074_json\K-022074\K-003351-003832-022074_0_2_0_2_90_000_200.json,K-003351-003832-022074_0_2_0_2_90_000_200.png,976,1280,51,K-022074,정상알약,200709390,22074,K-022074,리피로우정 20mg,(주)종근당,무수아토르바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",필름코팅정,하양,,LPL,20,,,[22074],['리피로우정 20mg'],1,1,1,"[[659, 842, 190, 188]]",22074,리피로우정 20mg,False
data\train_annotations\K-003351-003832-029667_json\K-003351\K-003351-003832-029667_0_2_0_2_75_000_200.json,K-003351-003832-029667_0_2_0_2_75_000_200.png,976,1280,755,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[334, 141, 181, 187]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-029667_json\K-003832\K-003351-003832-029667_0_2_0_2_75_000_200.json,K-003351-003832-029667_0_2_0_2_75_000_200.png,976,1280,755,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[49, 556, 374, 391]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-029667_json\K-029667\K-003351-003832-029667_0_2_0_2_75_000_200.json,K-003351-003832-029667_0_2_0_2_75_000_200.png,976,1280,755,K-029667,정상알약,201205253,29667,K-029667,리바로정 4mg,제이더블유중외제약(주),피타바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",필름코팅정,노랑,,마크203,분할선,,-,[29667],['리바로정 4mg'],1,1,1,"[[588, 670, 230, 231]]",29667,리바로정 4mg,False
data\train_annotations\K-003351-003832-035206_json\K-003351\K-003351-003832-035206_0_2_0_2_70_000_200.json,K-003351-003832-035206_0_2_0_2_70_000_200.png,976,1280,166,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[404, 902, 191, 192]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-035206_json\K-003351\K-003351-003832-035206_0_2_0_2_75_000_200.json,K-003351-003832-035206_0_2_0_2_75_000_200.png,976,1280,167,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[345, 137, 183, 189]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-035206_json\K-003351\K-003351-003832-035206_0_2_0_2_90_000_200.json,K-003351-003832-035206_0_2_0_2_90_000_200.png,976,1280,168,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[387, 196, 184, 182]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-035206_json\K-003832\K-003351-003832-035206_0_2_0_2_70_000_200.json,K-003351-003832-035206_0_2_0_2_70_000_200.png,976,1280,166,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[546, 281, 281, 426]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-035206_json\K-003832\K-003351-003832-035206_0_2_0_2_75_000_200.json,K-003351-003832-035206_0_2_0_2_75_000_200.png,976,1280,167,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[109, 487, 285, 436]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-035206_json\K-003832\K-003351-003832-035206_0_2_0_2_90_000_200.json,K-003351-003832-035206_0_2_0_2_90_000_200.png,976,1280,168,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[153, 578, 280, 431]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-035206_json\K-035206\K-003351-003832-035206_0_2_0_2_70_000_200.json,K-003351-003832-035206_0_2_0_2_70_000_200.png,976,1280,166,K-035206,정상알약,201500365,35206,K-035206,아토젯정 10/40mg,한국엠에스디(주),에제티미브|아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,하양,,337,,,,[35206],['아토젯정 10/40mg'],1,1,1,"[[168, 243, 302, 376]]",35206,아토젯정 10/40mg,False
data\train_annotations\K-003351-003832-035206_json\K-035206\K-003351-003832-035206_0_2_0_2_75_000_200.json,K-003351-003832-035206_0_2_0_2_75_000_200.png,976,1280,167,K-035206,정상알약,201500365,35206,K-035206,아토젯정 10/40mg,한국엠에스디(주),에제티미브|아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,하양,,337,,,,[35206],['아토젯정 10/40mg'],1,1,1,"[[478, 587, 301, 385]]",35206,아토젯정 10/40mg,False
data\train_annotations\K-003351-003832-035206_json\K-035206\K-003351-003832-035206_0_2_0_2_90_000_200.json,K-003351-003832-035206_0_2_0_2_90_000_200.png,976,1280,168,K-035206,정상알약,201500365,35206,K-035206,아토젯정 10/40mg,한국엠에스디(주),에제티미브|아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,하양,,337,,,,[35206],['아토젯정 10/40mg'],1,1,1,"[[519, 686, 298, 379]]",35206,아토젯정 10/40mg,False
data\train_annotations\K-003351-003832-036637_json\K-003351\K-003351-003832-036637_0_2_0_2_90_000_200.json,K-003351-003832-036637_0_2_0_2_90_000_200.png,976,1280,498,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[398, 217, 182, 180]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-003832-036637_json\K-003832\K-003351-003832-036637_0_2_0_2_90_000_200.json,K-003351-003832-036637_0_2_0_2_90_000_200.png,976,1280,498,K-003832,정상알약,199201807,3832,K-003832,뉴로메드정(옥시라세탐),고려제약(주),옥시라세탐,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,장방형,"정제, 저작정",나정,하양,,NR800,분할선,,-,[3832],['뉴로메드정(옥시라세탐)'],1,1,1,"[[97, 749, 385, 374]]",3832,뉴로메드정(옥시라세탐),False
data\train_annotations\K-003351-003832-036637_json\K-036637\K-003351-003832-036637_0_2_0_2_90_000_200.json,K-003351-003832-036637_0_2_0_2_90_000_200.png,976,1280,498,K-036637,정상알약,201503658,36637,K-036637,로수젯정10/5밀리그램,한미약품(주),로수바스타틴칼슘|에제티미브,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,R5,분할선,,-,[36637],['로수젯정10/5밀리그램'],1,1,1,"[[627, 758, 191, 254]]",36637,로수젯정10/5밀리그램,False
